productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
106987,Pinsir (25),Pinsir 25,https://tcgplayer-cdn.tcgplayer.com/product/106987_200w.jpg,3,635,https://cpt.tcgcsv.com/MPS,2025-11-26T05:20:05.507,1,25/64,Rare,Grass,60,Basic,"[GG] Irongrip (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",[2GG] Guillotine (50),R,,1,7.19,17.36,9999.0,16.88,,1st Edition,
106987,Pinsir (25),Pinsir 25,https://tcgplayer-cdn.tcgplayer.com/product/106987_200w.jpg,3,635,https://cpt.tcgcsv.com/MPS,2025-11-26T05:20:05.507,1,25/64,Rare,Grass,60,Basic,"[GG] Irongrip (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",[2GG] Guillotine (50),R,,1,2.07,4.0,9999.0,4.56,,Unlimited,
106988,Scyther (26),Scyther 26,https://tcgplayer-cdn.tcgplayer.com/product/106988_200w.jpg,3,635,https://cpt.tcgcsv.com/NPS,2025-11-26T05:23:02.88,1,26/64,Rare,Grass,70,Basic,"[G] Swords Dance
<br>During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.",[3] Slash (30),R,F-30,,13.5,15.64,9999.0,29.28,,1st Edition,
106988,Scyther (26),Scyther 26,https://tcgplayer-cdn.tcgplayer.com/product/106988_200w.jpg,3,635,https://cpt.tcgcsv.com/NPS,2025-11-26T05:23:02.88,1,26/64,Rare,Grass,70,Basic,"[G] Swords Dance
<br>During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.",[3] Slash (30),R,F-30,,7.0,10.32,24.99,12.66,,Unlimited,
106989,Snorlax (27),Snorlax 27,https://tcgplayer-cdn.tcgplayer.com/product/106989_200w.jpg,3,635,https://cpt.tcgcsv.com/PPS,2022-11-16T21:47:22.34,1,27/64,Rare,Colorless,90,Basic,"[4] Body Slam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,F,P-30,4,35.0,43.16,9999.0,42.22,,1st Edition,"<strong>Pokémon Power: Thick Skinned</strong>
<br>
Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed."
106989,Snorlax (27),Snorlax 27,https://tcgplayer-cdn.tcgplayer.com/product/106989_200w.jpg,3,635,https://cpt.tcgcsv.com/PPS,2022-11-16T21:47:22.34,1,27/64,Rare,Colorless,90,Basic,"[4] Body Slam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,F,P-30,4,5.45,8.5,49.97,13.76,,Unlimited,"<strong>Pokémon Power: Thick Skinned</strong>
<br>
Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed."
106990,Vaporeon (28),Vaporeon 28,https://tcgplayer-cdn.tcgplayer.com/product/106990_200w.jpg,3,635,https://cpt.tcgcsv.com/QPS,2026-01-29T16:05:31.003,1,28/64,Rare,Water,80,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[1WW] Water Gun (30+)
<br>Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water energy after the 2nd doesn't count.",L,,1,21.64,25.42,9999.0,31.36,,1st Edition,
106990,Vaporeon (28),Vaporeon 28,https://tcgplayer-cdn.tcgplayer.com/product/106990_200w.jpg,3,635,https://cpt.tcgcsv.com/QPS,2026-01-29T16:05:31.003,1,28/64,Rare,Water,80,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[1WW] Water Gun (30+)
<br>Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water energy after the 2nd doesn't count.",L,,1,5.42,11.56,29.99,11.83,,Unlimited,
106991,Venomoth (29),Venomoth 29,https://tcgplayer-cdn.tcgplayer.com/product/106991_200w.jpg,3,635,https://cpt.tcgcsv.com/RPS,2026-01-29T16:04:24.557,1,29/64,Rare,Grass,70,Stage 1,"[GG] Venom Powder (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.",,R,F-30,,7.5,8.15,39.99,11.66,,1st Edition,"<strong>Pokémon Power: Shift</strong> Once during your turn <em>(before your attack)</em>, you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed."
106991,Venomoth (29),Venomoth 29,https://tcgplayer-cdn.tcgplayer.com/product/106991_200w.jpg,3,635,https://cpt.tcgcsv.com/RPS,2026-01-29T16:04:24.557,1,29/64,Rare,Grass,70,Stage 1,"[GG] Venom Powder (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.",,R,F-30,,1.78,2.44,24.98,4.92,24.98,Unlimited,"<strong>Pokémon Power: Shift</strong> Once during your turn <em>(before your attack)</em>, you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed."
106992,Victreebel (30),Victreebel 30,https://tcgplayer-cdn.tcgplayer.com/product/106992_200w.jpg,3,635,https://cpt.tcgcsv.com/SPS,2025-11-26T05:31:29.58,1,30/64,Rare,Grass,80,Stage 2,"[G] Lure
<br>If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.","[GG] Acid (20)
<br>Flip a coin. If heads, the Defending Pokémon can't retreat during your opponent's next turn.",R,,2,7.69,12.26,579.6,12.52,49.99,1st Edition,
106992,Victreebel (30),Victreebel 30,https://tcgplayer-cdn.tcgplayer.com/product/106992_200w.jpg,3,635,https://cpt.tcgcsv.com/SPS,2025-11-26T05:31:29.58,1,30/64,Rare,Grass,80,Stage 2,"[G] Lure
<br>If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.","[GG] Acid (20)
<br>Flip a coin. If heads, the Defending Pokémon can't retreat during your opponent's next turn.",R,,2,1.77,3.58,7.0,4.42,,Unlimited,
106993,Vileplume (31),Vileplume 31,https://tcgplayer-cdn.tcgplayer.com/product/106993_200w.jpg,3,635,https://cpt.tcgcsv.com/TPS,2025-11-26T05:31:57.507,1,31/64,Rare,Grass,80,Stage 2,"[GGG] Petal Dance (40x)
<br>Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused <em>(after doing damage)</em>.",,R,None,2,6.09,13.99,336.8,15.73,17.46,1st Edition,"<strong>Pokémon Power: Heal</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokémon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed."
106993,Vileplume (31),Vileplume 31,https://tcgplayer-cdn.tcgplayer.com/product/106993_200w.jpg,3,635,https://cpt.tcgcsv.com/TPS,2025-11-26T05:31:57.507,1,31/64,Rare,Grass,80,Stage 2,"[GGG] Petal Dance (40x)
<br>Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused <em>(after doing damage)</em>.",,R,None,2,2.85,4.78,9.04,7.05,,Unlimited,"<strong>Pokémon Power: Heal</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokémon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed."
106994,Wigglytuff (32),Wigglytuff 32,https://tcgplayer-cdn.tcgplayer.com/product/106994_200w.jpg,3,635,https://cpt.tcgcsv.com/VPS,2022-12-18T06:09:58.093,1,32/64,Rare,Colorless,80,Stage 1,"[1] Lullaby
<br>The Defending Pokémon is now Asleep.","[3] Do the Wave (10+)
<br>Does 10 damage plus 10 more damage for each of your Benched Pokémon.",F,P-30,2,8.0,11.3,25.0,19.12,,1st Edition,
106994,Wigglytuff (32),Wigglytuff 32,https://tcgplayer-cdn.tcgplayer.com/product/106994_200w.jpg,3,635,https://cpt.tcgcsv.com/VPS,2022-12-18T06:09:58.093,1,32/64,Rare,Colorless,80,Stage 1,"[1] Lullaby
<br>The Defending Pokémon is now Asleep.","[3] Do the Wave (10+)
<br>Does 10 damage plus 10 more damage for each of your Benched Pokémon.",F,P-30,2,2.22,4.98,8.06,5.45,,Unlimited,
107598,Jungle Booster Box [1st Edition],Jungle Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/107598_200w.jpg,3,635,https://cpt.tcgcsv.com/-2T,2017-07-22T16:01:42,1,,,,,,,,,,,,,,,,,
107599,Jungle Booster Box [Unlimited Edition],Jungle Booster Box Unlimited Edition,https://tcgplayer-cdn.tcgplayer.com/product/107599_200w.jpg,3,635,https://cpt.tcgcsv.com/_2T,2017-07-22T16:01:48.937,1,,,,,,,,,,,,,,,,,
138128,Jungle Booster Pack [1st Edition],Jungle Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/138128_200w.jpg,3,635,https://cpt.tcgcsv.com/Bg72,2017-07-22T16:01:57.99,1,,,,,,,,,,,446.0,580.0,800.0,437.78,,Normal,Each Jungle 1st Edition Booster Pack contains 11 random cards for Wizards of the Coast printed Jungle set.
138129,Jungle Booster Pack [Unlimited Edition],Jungle Booster Pack Unlimited Edition,https://tcgplayer-cdn.tcgplayer.com/product/138129_200w.jpg,3,635,https://cpt.tcgcsv.com/Cg72,2017-07-22T16:02:06.05,1,,,,,,,,,,,299.0,309.25,1000.0,276.32,,Normal,Each Jungle Unlimited Edition Booster Pack contains 11 random cards for Wizards of the Coast printed Jungle set.
234498,"Jungle Theme Deck - ""Power Reserve""",Jungle Theme Deck Power Reserve,https://tcgplayer-cdn.tcgplayer.com/product/234498_200w.jpg,3,635,https://cpt.tcgcsv.com/-PT2,2021-03-15T16:54:31.547,1,,,,,,,,,,,,,,,,,
234499,"Jungle Theme Deck - ""Water Blast""",Jungle Theme Deck Water Blast,https://tcgplayer-cdn.tcgplayer.com/product/234499_200w.jpg,3,635,https://cpt.tcgcsv.com/_PT2,2024-01-25T14:54:54.847,1,,,,,,,,,,,599.99,599.99,599.99,241.0,,Normal,
