productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3
89800,Team Aqua's Sharpedo - 18/95,Team Aquas Sharpedo 18 95,https://tcgplayer-cdn.tcgplayer.com/product/89800_200w.jpg,3,1377,https://cpt.tcgcsv.com/0XK,2024-04-01T21:21:10.22,1,18/95,Rare,Water,70,Stage 1,"[2] Slow-Acting Poison (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Poisoned.","[1WW] Aqua Smash (50+) 
<br>If the Defending Pokemon is affected by a Special Condition, this attack does 50 damage plus 20 more damage.",L,None,0,2.54,3.0,29.99,2.89,,Normal,,
89800,Team Aqua's Sharpedo - 18/95,Team Aquas Sharpedo 18 95,https://tcgplayer-cdn.tcgplayer.com/product/89800_200w.jpg,3,1377,https://cpt.tcgcsv.com/0XK,2024-04-01T21:21:10.22,1,18/95,Rare,Water,70,Stage 1,"[2] Slow-Acting Poison (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Poisoned.","[1WW] Aqua Smash (50+) 
<br>If the Defending Pokemon is affected by a Special Condition, this attack does 50 damage plus 20 more damage.",L,None,0,3.0,14.0,24.99,10.0,,Reverse Holofoil,,
89801,Team Aqua's Spheal - 56/95,Team Aquas Spheal 56 95,https://tcgplayer-cdn.tcgplayer.com/product/89801_200w.jpg,3,1377,https://cpt.tcgcsv.com/2XK,2024-04-01T21:21:10.313,1,56/95,Common,Water,50,Basic,"[W] Powder Snow (10) 
<br>The Defending Pokemon is now Asleep.",,M,None,1,0.27,0.99,13.0,1.38,2.49,Normal,,
89801,Team Aqua's Spheal - 56/95,Team Aquas Spheal 56 95,https://tcgplayer-cdn.tcgplayer.com/product/89801_200w.jpg,3,1377,https://cpt.tcgcsv.com/2XK,2024-04-01T21:21:10.313,1,56/95,Common,Water,50,Basic,"[W] Powder Snow (10) 
<br>The Defending Pokemon is now Asleep.",,M,None,1,11.94,15.0,15.99,18.27,,Reverse Holofoil,,
89802,Team Aqua's Spheal - 57/95,Team Aquas Spheal 57 95,https://tcgplayer-cdn.tcgplayer.com/product/89802_200w.jpg,3,1377,https://cpt.tcgcsv.com/3XK,2024-04-01T21:21:10.443,1,57/95,Common,Water,50,Basic,[W] Rollout (10),"[1W] Aqua Trance (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Asleep.",M,None,1,0.87,1.73,4.49,1.68,,Normal,,
89802,Team Aqua's Spheal - 57/95,Team Aquas Spheal 57 95,https://tcgplayer-cdn.tcgplayer.com/product/89802_200w.jpg,3,1377,https://cpt.tcgcsv.com/3XK,2024-04-01T21:21:10.443,1,57/95,Common,Water,50,Basic,[W] Rollout (10),"[1W] Aqua Trance (20) 
<br>At the end of your opponent's next turn, the Defending Pokemon is now Asleep.",M,None,1,24.99,26.27,29.99,20.85,,Reverse Holofoil,,
89803,Team Aqua's Walrein,Team Aquas Walrein,https://tcgplayer-cdn.tcgplayer.com/product/89803_200w.jpg,3,1377,https://cpt.tcgcsv.com/5XK,2025-03-02T08:07:16.717,1,6/95,Holo Rare,Water Darkness,120,Stage 2,"[1] Power Blow (10+)
<br>Does 10 damage plus 10 more damage for each Energy attached to Team Aqua's Walrein.","[2WW] Hydro Reverse (50+) 
<br>You may return any number of basic Water Energy cards attached to all of your Pokemon to your hand.  If you do, this attack does 50 damage plus 10 more damage for each Energy you returned.",FM,None,2,2.99,5.99,13.25,7.76,,Holofoil,,
89803,Team Aqua's Walrein,Team Aquas Walrein,https://tcgplayer-cdn.tcgplayer.com/product/89803_200w.jpg,3,1377,https://cpt.tcgcsv.com/5XK,2025-03-02T08:07:16.717,1,6/95,Holo Rare,Water Darkness,120,Stage 2,"[1] Power Blow (10+)
<br>Does 10 damage plus 10 more damage for each Energy attached to Team Aqua's Walrein.","[2WW] Hydro Reverse (50+) 
<br>You may return any number of basic Water Energy cards attached to all of your Pokemon to your hand.  If you do, this attack does 50 damage plus 10 more damage for each Energy you returned.",FM,None,2,7.12,14.32,14.8,14.64,,Reverse Holofoil,,
89812,Team Magma Ball,Team Magma Ball,https://tcgplayer-cdn.tcgplayer.com/product/89812_200w.jpg,3,1377,https://cpt.tcgcsv.com/gXK,2024-12-26T10:06:30.183,1,80/95,Uncommon,Trainer - Item,,,,,,,,0.5,0.99,14.0,1.06,,Normal,"Flip a coin.  If heads, search your deck for a Pokemon that has Team Magma in its name, show it to your opponent, and put it into your hand.  If tails, search your deck for a Basic Pokemon that has Team Magma in its name, show it to your opponent and put into your hand.  Shuffle your deck afterward.",
89812,Team Magma Ball,Team Magma Ball,https://tcgplayer-cdn.tcgplayer.com/product/89812_200w.jpg,3,1377,https://cpt.tcgcsv.com/gXK,2024-12-26T10:06:30.183,1,80/95,Uncommon,Trainer - Item,,,,,,,,1.94,2.82,6.33,9.69,,Reverse Holofoil,"Flip a coin.  If heads, search your deck for a Pokemon that has Team Magma in its name, show it to your opponent, and put it into your hand.  If tails, search your deck for a Basic Pokemon that has Team Magma in its name, show it to your opponent and put into your hand.  Shuffle your deck afterward.",
89813,Team Magma Belt,Team Magma Belt,https://tcgplayer-cdn.tcgplayer.com/product/89813_200w.jpg,3,1377,https://cpt.tcgcsv.com/hXK,2024-04-01T21:21:08.453,1,81/95,Uncommon,Trainer - Pokemon Tool,,,,,,,,0.87,1.33,2.63,1.51,,Normal,"Attach Team Magma Belt to 1 of your Pokémon with Team Magma in its name that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.<br>
At any time between turns, if the Pokemon Team Magma Belt is attached to is your Active Pokemon, search your deck for a card that evolves from that Pokemon and put it on that Pokemon.  <em>(This counts as evolving that Pokemon.)</em> Shuffle your deck afterward, then discard Team Magma Belt.",
89813,Team Magma Belt,Team Magma Belt,https://tcgplayer-cdn.tcgplayer.com/product/89813_200w.jpg,3,1377,https://cpt.tcgcsv.com/hXK,2024-04-01T21:21:08.453,1,81/95,Uncommon,Trainer - Pokemon Tool,,,,,,,,20.79,24.56,34.99,4.08,,Reverse Holofoil,"Attach Team Magma Belt to 1 of your Pokémon with Team Magma in its name that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.<br>
At any time between turns, if the Pokemon Team Magma Belt is attached to is your Active Pokemon, search your deck for a card that evolves from that Pokemon and put it on that Pokemon.  <em>(This counts as evolving that Pokemon.)</em> Shuffle your deck afterward, then discard Team Magma Belt.",
89814,Team Magma Conspirator,Team Magma Conspirator,https://tcgplayer-cdn.tcgplayer.com/product/89814_200w.jpg,3,1377,https://cpt.tcgcsv.com/jXK,2024-04-01T21:21:07.963,1,82/95,Uncommon,Trainer - Supporter,,,,,,,,0.25,0.9,5.0,1.1,1.1,Normal,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.<br>
Search your deck for up to 2 in any combination of Basic Pokemon with Team Magma in its name and basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",
89814,Team Magma Conspirator,Team Magma Conspirator,https://tcgplayer-cdn.tcgplayer.com/product/89814_200w.jpg,3,1377,https://cpt.tcgcsv.com/jXK,2024-04-01T21:21:07.963,1,82/95,Uncommon,Trainer - Supporter,,,,,,,,5.0,9.79,135.0,17.45,13.5,Reverse Holofoil,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.<br>
Search your deck for up to 2 in any combination of Basic Pokemon with Team Magma in its name and basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",
89815,Team Magma Hideout,Team Magma Hideout,https://tcgplayer-cdn.tcgplayer.com/product/89815_200w.jpg,3,1377,https://cpt.tcgcsv.com/kXK,2024-12-27T09:45:13.02,1,83/95,Uncommon,Trainer - Stadium,,,,,,,,0.35,0.59,2.99,0.59,,Normal,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.<br>
Whenever any player plays a Basic Pokemon that doesn't have Team Magma in its name from his or her hand, that player puts 1 damage counter on that Pokemon.",
89815,Team Magma Hideout,Team Magma Hideout,https://tcgplayer-cdn.tcgplayer.com/product/89815_200w.jpg,3,1377,https://cpt.tcgcsv.com/kXK,2024-12-27T09:45:13.02,1,83/95,Uncommon,Trainer - Stadium,,,,,,,,8.0,9.89,11.51,9.31,,Reverse Holofoil,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.<br>
Whenever any player plays a Basic Pokemon that doesn't have Team Magma in its name from his or her hand, that player puts 1 damage counter on that Pokemon.",
89816,Team Magma Schemer,Team Magma Schemer,https://tcgplayer-cdn.tcgplayer.com/product/89816_200w.jpg,3,1377,https://cpt.tcgcsv.com/lXK,2025-03-28T20:50:16.707,1,70/95,Common,Trainer - Supporter,,,,,,,,0.12,0.49,2.42,0.55,,Normal,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.<br>
Discard any 1 Pokemon from your hand.  Then draw 3 cards.  If you discarded a Pokemon with Team Magma in its name, draw 4 cards instead.",
89816,Team Magma Schemer,Team Magma Schemer,https://tcgplayer-cdn.tcgplayer.com/product/89816_200w.jpg,3,1377,https://cpt.tcgcsv.com/lXK,2025-03-28T20:50:16.707,1,70/95,Common,Trainer - Supporter,,,,,,,,3.0,5.0,7.0,5.83,,Reverse Holofoil,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.<br>
Discard any 1 Pokemon from your hand.  Then draw 3 cards.  If you discarded a Pokemon with Team Magma in its name, draw 4 cards instead.",
89817,Team Magma Technical Machine 01,Team Magma Technical Machine 01,https://tcgplayer-cdn.tcgplayer.com/product/89817_200w.jpg,3,1377,https://cpt.tcgcsv.com/mXK,2025-05-02T06:07:39.897,1,84/95,Uncommon,Trainer - Technical Machine,,,"[1] Crushing Magma (10) 
<br>Choose an Energy card attached to the Defending Pokemon and put that card at the bottom of your opponent's deck.",,,,,1.46,2.0,3.99,2.19,,Normal,"Attach this card to 1 of your Pokemon that has Team Magma in its name.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Team Magma Technical Machine 01.",
89817,Team Magma Technical Machine 01,Team Magma Technical Machine 01,https://tcgplayer-cdn.tcgplayer.com/product/89817_200w.jpg,3,1377,https://cpt.tcgcsv.com/mXK,2025-05-02T06:07:39.897,1,84/95,Uncommon,Trainer - Technical Machine,,,"[1] Crushing Magma (10) 
<br>Choose an Energy card attached to the Defending Pokemon and put that card at the bottom of your opponent's deck.",,,,,5.96,6.98,8.0,7.5,,Reverse Holofoil,"Attach this card to 1 of your Pokemon that has Team Magma in its name.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Team Magma Technical Machine 01.",
89818,Team Magma's Aggron,Team Magmas Aggron,https://tcgplayer-cdn.tcgplayer.com/product/89818_200w.jpg,3,1377,https://cpt.tcgcsv.com/nXK,2025-02-21T03:14:04.547,1,7/95,Holo Rare,Fighting,120,Stage 2,"[F] Crush (30x) 
<br>Flip a coin for each Energy attached to Team Magma's Aggron.  This attack does 30 damage times the number of heads.","[2FF] Land Stream (50+) 
<br>You may discard any number of basic Energy cards attached to Team Magma's Aggron.  If you do, this attack does 50 damage plus 20 more damage for each basic Energy card you discarded.",GW,None,2,9.49,13.5,19.12,15.7,,Holofoil,,
89818,Team Magma's Aggron,Team Magmas Aggron,https://tcgplayer-cdn.tcgplayer.com/product/89818_200w.jpg,3,1377,https://cpt.tcgcsv.com/nXK,2025-02-21T03:14:04.547,1,7/95,Holo Rare,Fighting,120,Stage 2,"[F] Crush (30x) 
<br>Flip a coin for each Energy attached to Team Magma's Aggron.  This attack does 30 damage times the number of heads.","[2FF] Land Stream (50+) 
<br>You may discard any number of basic Energy cards attached to Team Magma's Aggron.  If you do, this attack does 50 damage plus 20 more damage for each basic Energy card you discarded.",GW,None,2,79.99,89.99,99.99,25.8,,Reverse Holofoil,,
89819,Team Magma's Aron - 58/95,Team Magmas Aron 58 95,https://tcgplayer-cdn.tcgplayer.com/product/89819_200w.jpg,3,1377,https://cpt.tcgcsv.com/pXK,2024-04-01T21:20:59.567,1,58/95,Common,Fighting,50,Basic,[F] Mud Slap (10),[2] Tackle (20),G,None,1,0.1,0.6,4.93,0.85,,Normal,,
89819,Team Magma's Aron - 58/95,Team Magmas Aron 58 95,https://tcgplayer-cdn.tcgplayer.com/product/89819_200w.jpg,3,1377,https://cpt.tcgcsv.com/pXK,2024-04-01T21:20:59.567,1,58/95,Common,Fighting,50,Basic,[F] Mud Slap (10),[2] Tackle (20),G,None,1,5.99,5.99,5.99,9.86,,Reverse Holofoil,,
89820,Team Magma's Aron - 59/95,Team Magmas Aron 59 95,https://tcgplayer-cdn.tcgplayer.com/product/89820_200w.jpg,3,1377,https://cpt.tcgcsv.com/qXK,2025-12-01T23:52:10.987,1,59/95,Common,Fighting,50,Basic,"[F] Dig Under
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,0.47,0.66,1.55,0.77,1.49,Normal,,
89820,Team Magma's Aron - 59/95,Team Magmas Aron 59 95,https://tcgplayer-cdn.tcgplayer.com/product/89820_200w.jpg,3,1377,https://cpt.tcgcsv.com/qXK,2025-12-01T23:52:10.987,1,59/95,Common,Fighting,50,Basic,"[F] Dig Under
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,3.91,4.23,4.55,7.38,,Reverse Holofoil,,
89821,Team Magma's Baltoy - 32/95,Team Magmas Baltoy 32 95,https://tcgplayer-cdn.tcgplayer.com/product/89821_200w.jpg,3,1377,https://cpt.tcgcsv.com/rXK,2024-04-01T21:21:07.127,1,32/95,Uncommon,Psychic,50,Basic,"[1] Psymist 
<br>Flip 2 coins.  For each heads, choose 1 of your opponent's Pokemon and put 1 damage counter on that Pokemon.","[1P] Pain Amplifier 
<br>Put 1 damage counter on each of your opponent's Pokemon that already has damage counters on it.",P,None,1,0.8,1.35,2.11,1.48,,Normal,,
89821,Team Magma's Baltoy - 32/95,Team Magmas Baltoy 32 95,https://tcgplayer-cdn.tcgplayer.com/product/89821_200w.jpg,3,1377,https://cpt.tcgcsv.com/rXK,2024-04-01T21:21:07.127,1,32/95,Uncommon,Psychic,50,Basic,"[1] Psymist 
<br>Flip 2 coins.  For each heads, choose 1 of your opponent's Pokemon and put 1 damage counter on that Pokemon.","[1P] Pain Amplifier 
<br>Put 1 damage counter on each of your opponent's Pokemon that already has damage counters on it.",P,None,1,2.62,3.0,7.0,3.74,2.62,Reverse Holofoil,,
89822,Team Magma's Baltoy - 60/95,Team Magmas Baltoy 60 95,https://tcgplayer-cdn.tcgplayer.com/product/89822_200w.jpg,3,1377,https://cpt.tcgcsv.com/sXK,2024-04-01T21:20:59.87,1,60/95,Common,Fighting,50,Basic,[1] Peck (10),"[1F] Double Spin (20x) 
<br>Flip 2 coins.  This attack does 20 damage times the number of heads.",G,None,1,0.14,0.34,4.72,0.32,0.29,Normal,,
89822,Team Magma's Baltoy - 60/95,Team Magmas Baltoy 60 95,https://tcgplayer-cdn.tcgplayer.com/product/89822_200w.jpg,3,1377,https://cpt.tcgcsv.com/sXK,2024-04-01T21:20:59.87,1,60/95,Common,Fighting,50,Basic,[1] Peck (10),"[1F] Double Spin (20x) 
<br>Flip 2 coins.  This attack does 20 damage times the number of heads.",G,None,1,4.95,8.11,9.07,5.75,8.11,Reverse Holofoil,,
89823,Team Magma's Baltoy - 61/95,Team Magmas Baltoy 61 95,https://tcgplayer-cdn.tcgplayer.com/product/89823_200w.jpg,3,1377,https://cpt.tcgcsv.com/tXK,2024-04-10T20:58:53.18,1,61/95,Common,Fighting,50,Basic,"[F] Night Attack
<br>Put 1 damage counter on 1 of your opponent's Pokemon.",[2] Spinning Attack (20),G,None,1,0.32,0.6,2.99,0.62,,Normal,,
89823,Team Magma's Baltoy - 61/95,Team Magmas Baltoy 61 95,https://tcgplayer-cdn.tcgplayer.com/product/89823_200w.jpg,3,1377,https://cpt.tcgcsv.com/tXK,2024-04-10T20:58:53.18,1,61/95,Common,Fighting,50,Basic,"[F] Night Attack
<br>Put 1 damage counter on 1 of your opponent's Pokemon.",[2] Spinning Attack (20),G,None,1,3.73,6.5,8.01,5.0,3.73,Reverse Holofoil,,
89824,Team Magma's Camerupt,Team Magmas Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/89824_200w.jpg,3,1377,https://cpt.tcgcsv.com/vXK,2024-04-01T21:21:04.233,1,19/95,Rare,Fire,80,Stage 1,"[2R] Flame Ball (50) 
<br>You may move a R Energy card attached to Team Magma's Camerupt to 1 of your Benched Pokemon.",,W,None,2,1.99,2.61,7.39,2.66,,Normal,"<strong>Poké-POWER</strong> — Overheat <br>
Once during your turn <em>(before your attack)</em>, you may search your discard pile for a basic Energy card and attach it to Team Magma's Camerupt.  Put 2 damage counters on Team Magma's Camerupt.  This power can't be used if Team Magma's Camerupt is affected by a Special Condition.",
89824,Team Magma's Camerupt,Team Magmas Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/89824_200w.jpg,3,1377,https://cpt.tcgcsv.com/vXK,2024-04-01T21:21:04.233,1,19/95,Rare,Fire,80,Stage 1,"[2R] Flame Ball (50) 
<br>You may move a R Energy card attached to Team Magma's Camerupt to 1 of your Benched Pokemon.",,W,None,2,5.13,8.81,14.57,9.48,,Reverse Holofoil,"<strong>Poké-POWER</strong> — Overheat <br>
Once during your turn <em>(before your attack)</em>, you may search your discard pile for a basic Energy card and attach it to Team Magma's Camerupt.  Put 2 damage counters on Team Magma's Camerupt.  This power can't be used if Team Magma's Camerupt is affected by a Special Condition.",
89825,Team Magma's Claydol - 8/95,Team Magmas Claydol 8 95,https://tcgplayer-cdn.tcgplayer.com/product/89825_200w.jpg,3,1377,https://cpt.tcgcsv.com/wXK,2025-03-30T05:28:13.32,1,8/95,Holo Rare,Psychic Darkness,80,Stage 1,"[2P] Dark Hand (40+) 
<br>If you have more cards in your hand than your opponent, this attack does 40 damage plus 20 more damage.",,P,None,2,14.39,17.85,99.99,18.43,,Holofoil,"<strong>Poké-POWER</strong> — Magma Switch  <br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card attached to your Pokemon with Team Magma in its name to another of your Pokemon.  This power can't be used if Team Magma's Claydol is affected by a Special Condition.",
89825,Team Magma's Claydol - 8/95,Team Magmas Claydol 8 95,https://tcgplayer-cdn.tcgplayer.com/product/89825_200w.jpg,3,1377,https://cpt.tcgcsv.com/wXK,2025-03-30T05:28:13.32,1,8/95,Holo Rare,Psychic Darkness,80,Stage 1,"[2P] Dark Hand (40+) 
<br>If you have more cards in your hand than your opponent, this attack does 40 damage plus 20 more damage.",,P,None,2,15.0,15.89,17.97,12.0,,Reverse Holofoil,"<strong>Poké-POWER</strong> — Magma Switch  <br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card attached to your Pokemon with Team Magma in its name to another of your Pokemon.  This power can't be used if Team Magma's Claydol is affected by a Special Condition.",
89826,Team Magma's Claydol - 33/95,Team Magmas Claydol 33 95,https://tcgplayer-cdn.tcgplayer.com/product/89826_200w.jpg,3,1377,https://cpt.tcgcsv.com/xXK,2024-04-01T21:21:00.2,1,33/95,Uncommon,Fighting,80,Stage 1,"[2] Clay Curse 
<br>Put 2 damage counters on your opponent's Pokemon in any way you like.","[1FF] Clay Pulse (50) 
<br>Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,None,1,0.35,0.75,9.09,0.93,,Normal,,
89826,Team Magma's Claydol - 33/95,Team Magmas Claydol 33 95,https://tcgplayer-cdn.tcgplayer.com/product/89826_200w.jpg,3,1377,https://cpt.tcgcsv.com/xXK,2024-04-01T21:21:00.2,1,33/95,Uncommon,Fighting,80,Stage 1,"[2] Clay Curse 
<br>Put 2 damage counters on your opponent's Pokemon in any way you like.","[1FF] Clay Pulse (50) 
<br>Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,None,1,1.63,4.5,6.64,5.47,,Reverse Holofoil,,
89827,Team Magma's Groudon,Team Magmas Groudon,https://tcgplayer-cdn.tcgplayer.com/product/89827_200w.jpg,3,1377,https://cpt.tcgcsv.com/zXK,2024-04-01T21:20:57.947,1,9/95,Holo Rare,Fighting Darkness,100,Basic,"[1F] Linear Attack
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[1FF] Pulverize (50+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 20 more damage.",G,None,3,55.0,67.0,143.29,115.99,143.29,Holofoil,"<strong>Poké-BODY</strong> — Power Saver <br>
As long as the number of Pokemon in play <em>(both yours and your opponent's)</em> that has Team Magma in its name is 3 or less, Team Magma's Groudon can't attack.",
89827,Team Magma's Groudon,Team Magmas Groudon,https://tcgplayer-cdn.tcgplayer.com/product/89827_200w.jpg,3,1377,https://cpt.tcgcsv.com/zXK,2024-04-01T21:20:57.947,1,9/95,Holo Rare,Fighting Darkness,100,Basic,"[1F] Linear Attack
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[1FF] Pulverize (50+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 20 more damage.",G,None,3,30.0,85.0,140.0,126.12,,Reverse Holofoil,"<strong>Poké-BODY</strong> — Power Saver <br>
As long as the number of Pokemon in play <em>(both yours and your opponent's)</em> that has Team Magma in its name is 3 or less, Team Magma's Groudon can't attack.",
89828,Team Magma's Houndoom - 10/95,Team Magmas Houndoom 10 95,https://tcgplayer-cdn.tcgplayer.com/product/89828_200w.jpg,3,1377,https://cpt.tcgcsv.com/BXK,2025-02-19T12:44:45.54,1,10/95,Holo Rare,Fire Darkness,70,Stage 1,"[1R] Roasting Heat (30+) 
<br>If the Defending Pokemon is Burned, this attack does 30 damage plus 20 more damage.","[2R] Magma Spurt (30x) 
<br>Discard the top 5 cards from your deck.  This attack does 30 damage times the number of Fighting and Fire basic Energy cards discarded this way.",W,None,1,125.0,149.63,199.99,157.5,126.8,Holofoil,,
89828,Team Magma's Houndoom - 10/95,Team Magmas Houndoom 10 95,https://tcgplayer-cdn.tcgplayer.com/product/89828_200w.jpg,3,1377,https://cpt.tcgcsv.com/BXK,2025-02-19T12:44:45.54,1,10/95,Holo Rare,Fire Darkness,70,Stage 1,"[1R] Roasting Heat (30+) 
<br>If the Defending Pokemon is Burned, this attack does 30 damage plus 20 more damage.","[2R] Magma Spurt (30x) 
<br>Discard the top 5 cards from your deck.  This attack does 30 damage times the number of Fighting and Fire basic Energy cards discarded this way.",W,None,1,45.32,56.49,71.0,57.99,,Reverse Holofoil,,
89829,Team Magma's Houndoom - 34/95,Team Magmas Houndoom 34 95,https://tcgplayer-cdn.tcgplayer.com/product/89829_200w.jpg,3,1377,https://cpt.tcgcsv.com/CXK,2025-11-11T04:22:39.48,1,34/95,Uncommon,Fire,70,Stage 1,"[1R] Target Scorch (30) 
<br>If the Defending Pokemon has Team Aqua in its name, the Defending Pokemon is now Burned.","[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,None,1,1.25,2.0,4.0,2.21,,Normal,,
89829,Team Magma's Houndoom - 34/95,Team Magmas Houndoom 34 95,https://tcgplayer-cdn.tcgplayer.com/product/89829_200w.jpg,3,1377,https://cpt.tcgcsv.com/CXK,2025-11-11T04:22:39.48,1,34/95,Uncommon,Fire,70,Stage 1,"[1R] Target Scorch (30) 
<br>If the Defending Pokemon has Team Aqua in its name, the Defending Pokemon is now Burned.","[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,None,1,25.0,27.5,29.99,20.32,,Reverse Holofoil,,
89830,Team Magma's Houndour - 35/95,Team Magmas Houndour 35 95,https://tcgplayer-cdn.tcgplayer.com/product/89830_200w.jpg,3,1377,https://cpt.tcgcsv.com/DXK,2024-04-01T21:21:04.45,1,35/95,Uncommon,Fire,50,Basic,"[R] Singe 
<br>Flip a coin.  If heads, the Defending Pokemon is now Burned.","[1D] Dark Shock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",W,None,1,3.0,4.13,6.99,4.22,,Normal,,
89830,Team Magma's Houndour - 35/95,Team Magmas Houndour 35 95,https://tcgplayer-cdn.tcgplayer.com/product/89830_200w.jpg,3,1377,https://cpt.tcgcsv.com/DXK,2024-04-01T21:21:04.45,1,35/95,Uncommon,Fire,50,Basic,"[R] Singe 
<br>Flip a coin.  If heads, the Defending Pokemon is now Burned.","[1D] Dark Shock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",W,None,1,11.0,23.0,34.99,13.71,,Reverse Holofoil,,
89831,Team Magma's Houndour - 62/95,Team Magmas Houndour 62 95,https://tcgplayer-cdn.tcgplayer.com/product/89831_200w.jpg,3,1377,https://cpt.tcgcsv.com/FXK,2024-04-01T21:21:04.573,1,62/95,Common,Fire,50,Basic,[R] Combustion (10),"[1R] Super Singe (10) 
<br>The Defending Pokemon is now Burned.",W,None,1,0.25,0.83,1.75,0.81,,Normal,,
89831,Team Magma's Houndour - 62/95,Team Magmas Houndour 62 95,https://tcgplayer-cdn.tcgplayer.com/product/89831_200w.jpg,3,1377,https://cpt.tcgcsv.com/FXK,2024-04-01T21:21:04.573,1,62/95,Common,Fire,50,Basic,[R] Combustion (10),"[1R] Super Singe (10) 
<br>The Defending Pokemon is now Burned.",W,None,1,11.0,11.88,12.75,22.81,,Reverse Holofoil,,
89832,Team Magma's Houndour - 63/95,Team Magmas Houndour 63 95,https://tcgplayer-cdn.tcgplayer.com/product/89832_200w.jpg,3,1377,https://cpt.tcgcsv.com/GXK,2024-04-01T21:21:04.673,1,63/95,Common,Fire,50,Basic,"[1] Kick Away (10) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.",[1R] Steady Firebreathing (20),W,None,1,1.11,1.9,2.5,2.19,,Normal,,
89832,Team Magma's Houndour - 63/95,Team Magmas Houndour 63 95,https://tcgplayer-cdn.tcgplayer.com/product/89832_200w.jpg,3,1377,https://cpt.tcgcsv.com/GXK,2024-04-01T21:21:04.673,1,63/95,Common,Fire,50,Basic,"[1] Kick Away (10) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.",[1R] Steady Firebreathing (20),W,None,1,5.0,30.47,55.94,10.55,,Reverse Holofoil,,
89833,Team Magma's Lairon - 20/95,Team Magmas Lairon 20 95,https://tcgplayer-cdn.tcgplayer.com/product/89833_200w.jpg,3,1377,https://cpt.tcgcsv.com/HXK,2024-04-01T21:21:00.407,1,20/95,Rare,Fighting,80,Stage 1,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[1FF] Tackle (50),G,None,2,1.71,2.61,3.99,2.52,,Normal,,
